title,genre,director,year,duration,gross,budget,cast_facebook_likes,votes,reviews,rating
Aliens vs. Predator: Requiem,Action,Colin Strause,2007,102,41797066,40000000,4324,92789,1209,4.7
The Ten,Comedy,David Wain,2007,96,766487,5250000,4883,15315,182,5
The Hills Have Eyes II,Horror,Martin Weisz,2007,89,20801344,15000000,2559,49721,372,5.1
Ghost Rider,Action,Mark Steven Johnson,2007,123,115802596,110000000,14017,182661,957,5.2
Alvin and the Chipmunks,Animation,Tim Hill,2007,92,217326336,60000000,2847,57276,277,5.2
Stomp the Yard,Drama,Sylvain White,2007,109,61356221,14000000,3544,19505,248,5.2
The Brothers Solomon,Comedy,Bob Odenkirk,2007,93,900926,10000000,3307,9517,97,5.3
License to Wed,Comedy,Ken Kwapis,2007,91,43792641,35000000,52566,32157,239,5.3
Evan Almighty,Comedy,Tom Shadyac,2007,96,100289690,175000000,108016,115099,443,5.4
Hostel: Part II,Horror,Eli Roth,2007,94,17544812,10000000,4707,69989,636,5.4
Fantastic 4: Rise of the Silver Surfer,Action,Tim Story,2007,92,131920333,130000000,15302,213275,698,5.6
Why Did I Get Married?,Comedy,Tyler Perry,2007,113,55184721,15000000,6510,9811,141,5.6
Good Luck Chuck,Comedy,Mark Helfrich,2007,101,35000629,25000000,2822,74622,277,5.6
Kiss the Bride,Comedy,C. Jay Cox,2007,100,31937,500000,2310,1358,19,5.7
Diary of the Dead,Horror,George A. Romero,2007,95,952620,2000000,1797,40800,612,5.7
The Reaping,Horror,Stephen Hopkins,2007,99,25117498,40000000,960,37412,368,5.7
September Dawn,Drama,Christopher Cain,2007,111,1066555,11000000,1526,2618,154,5.8
Reno 911!: Miami,Comedy,Robert Ben Garant,2007,84,20339754,10000000,2737,23928,162,5.9
The Good Night,Comedy,Jake Paltrow,2007,93,20380,15000000,1245,7519,89,5.9
Nancy Drew,Comedy,Andrew Fleming,2007,99,25584685,20000000,3327,15877,195,5.9
Georgia Rule,Comedy,Garry Marshall,2007,113,18882880,20000000,4039,20539,213,5.9
88 Minutes,Crime,Jon Avnet,2007,108,16930884,30000000,16722,65628,420,5.9
The Last Sin Eater,Drama,Michael Landon Jr.,2007,117,379643,2200000,2161,1573,47,5.9
Premonition,Drama,Mennan Yapo,2007,96,47852604,20000000,1825,62364,521,5.9
Lucky You,Drama,Curtis Hanson,2007,124,5755286,55000000,26334,18310,169,5.9
Saw IV,Horror,Darren Lynn Bousman,2007,96,63270259,10000000,3492,111087,509,5.9
The Invasion,Sci-Fi,Oliver Hirschbiegel,2007,99,15071514,80000000,2323,65037,505,5.9
Shrek the Third,Adventure,Chris Miller,2007,93,320706665,160000000,4705,211971,553,6.1
The Golden Compass,Adventure,Chris Weitz,2007,113,70083519,180000000,24106,149019,917,6.1
This Christmas,Comedy,Preston A. Whitmore II,2007,117,49121934,13000000,6554,6528,69,6.1
Rush Hour 3,Action,Brett Ratner,2007,91,140080850,140000000,1125,121084,383,6.2
Spider-Man 3,Action,Sam Raimi,2007,156,336530303,258000000,46055,383056,2294,6.2
Spider-Man 3,Action,Sam Raimi,2007,156,336530303,258000000,46055,383071,2294,6.2
Bee Movie,Adventure,Steve Hickner,2007,91,126597121,150000000,6576,105902,400,6.2
Gracie,Biography,Davis Guggenheim,2007,95,2955039,9000000,2007,3624,92,6.2
Finishing the Game: The Search for a New Bruce Lee,Comedy,Justin Lin,2007,84,52850,500000,734,1656,47,6.2
The Game Plan,Comedy,Andy Fickman,2007,110,90636983,22000000,15170,44021,195,6.2
Redacted,Crime,Brian De Palma,2007,90,65087,5000000,408,8824,241,6.2
Lions for Lambs,Drama,Robert Redford,2007,92,14998070,35000000,32875,41170,525,6.2
War,Action,Philip G. Atwell,2007,103,22466994,25000000,33565,72673,285,6.3
Beowulf,Action,Robert Zemeckis,2007,115,82161969,150000000,31523,142440,792,6.3
My Name Is Bruce,Comedy,Bruce Campbell,2007,84,173066,1500000,1238,21379,188,6.3
Sydney White,Comedy,Joe Nussbaum,2007,108,11702090,16500000,2785,37700,122,6.3
No Reservations,Comedy,Scott Hicks,2007,104,43097652,28000000,3497,59068,299,6.3
Blades of Glory,Comedy,Josh Gordon,2007,93,118153533,61000000,13232,129995,437,6.3
Married Life,Crime,Ira Sachs,2007,91,1506998,12000000,141,8014,171,6.3
Paranormal Activity,Horror,Oren Peli,2007,84,107917283,15000,330,184824,1598,6.3
Brooklyn Rules,Crime,Michael Corrente,2007,99,398420,8000000,1234,5049,89,6.4
The Life Before Her Eyes,Drama,Vadim Perelman,2007,90,303439,8000000,2073,12125,156,6.4
Love in the Time of Cholera,Drama,Mike Newell,2007,139,4584886,45000000,538,19114,230,6.4
The Number 23,Mystery,Joel Schumacher,2007,98,35063732,32000000,10938,164608,607,6.4
You Kill Me,Comedy,John Dahl,2007,93,2426851,4000000,776,16224,197,6.5
In the Land of Women,Comedy,Jon Kasdan,2007,97,11043445,10000000,20312,27689,155,6.5
Awake,Crime,Joby Harold,2007,84,14373825,8600000,6954,63216,329,6.5
Funny Games,Crime,Michael Haneke,2007,111,1294640,15000000,6748,69569,686,6.5
30 Days of Night,Horror,David Slade,2007,113,39568996,32000000,814,138435,831,6.6
A Mighty Heart,Biography,Michael Winterbottom,2007,108,9172810,16000000,12178,24150,308,6.7
Walk Hard: The Dewey Cox Story,Comedy,Jake Kasdan,2007,120,18317151,35000000,1082,55630,371,6.7
Hairspray,Comedy,Adam Shankman,2007,117,118823091,75000000,1673,98693,620,6.7
Death Sentence,Action,James Wan,2007,111,9525276,20000000,3309,60156,465,6.8
Surf's Up,Animation,Ash Brannon,2007,85,58867694,100000000,25590,54077,266,6.8
Martian Child,Comedy,Menno Meyjes,2007,106,7486906,27000000,2495,17436,189,6.8
Resurrecting the Champ,Drama,Rod Lurie,2007,112,3169424,13000000,2417,18442,163,6.8
Rendition,Drama,Gavin Hood,2007,122,9664316,27500000,50950,47203,328,6.8
Aqua Teen Hunger Force Colon Movie Film for Theaters,Action,Matt Maiellaro,2007,86,5518918,750000,3071,12160,155,6.9
The Hunting Party,Adventure,Richard Shepard,2007,101,876671,25000000,504,22010,184,6.9
We Own the Night,Crime,James Gray,2007,117,28563179,21000000,3681,72693,421,6.9
Ocean's Thirteen,Crime,Steven Soderbergh,2007,122,117144465,85000000,43499,256928,526,6.9
Disturbia,Drama,D.J. Caruso,2007,105,80050171,20000000,2287,186984,744,6.9
Disturbia,Drama,D.J. Caruso,2007,105,80050171,20000000,2288,186982,744,6.9
I'm Not There.,Biography,Todd Haynes,2007,135,4001121,20000000,36398,48346,461,7
Charlie Bartlett,Comedy,Jon Poll,2007,97,3950294,12000000,22577,56654,270,7
Knocked Up,Comedy,Judd Apatow,2007,133,148734225,30000000,12874,298590,810,7
The Kingdom,Action,Peter Berg,2007,110,47456450,70000000,5187,101386,523,7.1
Transformers,Action,Michael Bay,2007,144,318759914,150000000,2333,513158,2178,7.1
Pirates of the Caribbean: At World's End,Action,Gore Verbinski,2007,169,309404152,300000000,48350,471220,1540,7.1
Enchanted,Animation,Kevin Lima,2007,107,127706877,85000000,662,142496,621,7.1
Charlie Wilson's War,Biography,Mike Nichols,2007,102,66636385,75000000,60646,88451,558,7.1
Waitress,Comedy,Adrienne Shelly,2007,108,19067631,2000000,1981,37714,377,7.1
P.S. I Love You,Drama,Richard LaGravenese,2007,126,53680848,30000000,18726,167967,374,7.1
Shooter,Action,Antoine Fuqua,2007,124,46975183,61000000,1640,256213,536,7.2
Live Free or Die Hard,Action,Len Wiseman,2007,129,134520804,110000000,13961,336235,1136,7.2
Bridge to Terabithia,Adventure,Gabor Csupo,2007,96,82234139,17000000,28071,110390,703,7.2
Things We Lost in the Fire,Drama,Susanne Bier,2007,118,2849142,16000000,1889,24104,234,7.2
I Am Legend,Drama,Francis Lawrence,2007,104,256386216,150000000,13076,530870,1736,7.2
The Mist,Horror,Frank Darabont,2007,126,25592632,18000000,5371,220475,1396,7.2
Michael Clayton,Crime,Tony Gilroy,2007,119,49024969,25000000,3284,133367,662,7.3
The Bucket List,Adventure,Rob Reiner,2007,97,93452056,45000000,14868,184795,517,7.4
The Simpsons Movie,Adventure,David Silverman,2007,87,183132370,75000000,3086,259083,1062,7.4
Death at a Funeral,Comedy,Frank Oz,2007,87,8579684,9000000,24324,89547,367,7.4
Lars and the Real Girl,Comedy,Craig Gillespie,2007,106,5949693,12000000,34351,114762,525,7.4
Across the Universe,Drama,Julie Taymor,2007,133,24343673,45000000,5405,91860,680,7.4
Across the Universe,Drama,Julie Taymor,2007,133,24343673,45000000,5405,91863,680,7.4
The Assassination of Jesse James by the Coward Robert Ford,Biography,Andrew Dominik,2007,160,3904982,30000000,22516,136104,688,7.5
Juno,Comedy,Jason Reitman,2007,96,143492840,7500000,28817,414335,1268,7.5
Juno,Comedy,Jason Reitman,2007,96,143492840,7500000,28817,414345,1268,7.5
Reign Over Me,Drama,Mike Binder,2007,124,19661987,20000000,17050,83786,385,7.5
August Rush,Drama,Kirsten Sheridan,2007,114,31655091,30000000,50927,87331,512,7.5
Grindhouse,Action,Robert Rodriguez,2007,189,25031037,53000000,22186,155496,782,7.6
The Great Debaters,Biography,Denzel Washington,2007,126,30226144,15000000,22745,47626,230,7.6
Superbad,Comedy,Greg Mottola,2007,119,121463226,20000000,17584,422606,811,7.6
The Kite Runner,Drama,Marc Forster,2007,128,15797907,20000000,904,68119,431,7.6
Taxi to the Dark Side,Crime,Alex Gibney,2007,53,274661,1000000,313,10564,124,7.7
Eastern Promises,Crime,David Cronenberg,2007,96,17114882,25000000,17211,189249,754,7.7
Zodiac,Crime,David Fincher,2007,162,33048353,65000000,36928,301279,966,7.7
3:10 to Yuma,Adventure,James Mangold,2007,122,53574088,55000000,33548,237872,855,7.8
American Gangster,Biography,Ridley Scott,2007,176,130127620,100000000,20354,324671,758,7.8
Ratatouille,Animation,Brad Bird,2007,111,206435493,150000000,4764,473887,944,8
Sicko,Documentary,Michael Moore,2007,123,24530513,9000000,1633,66610,692,8
The Bourne Ultimatum,Action,Paul Greengrass,2007,115,227137090,110000000,17369,491077,1149,8.1
No Country for Old Men,Crime,Ethan Coen,2007,122,74273505,25000000,4738,612060,2006,8.1
There Will Be Blood,Drama,Paul Thomas Anderson,2007,158,40218903,25000000,533,372990,1505,8.1
Into the Wild,Adventure,Sean Penn,2007,148,18352454,15000000,18752,426359,1034,8.2
No End in Sight,Documentary,Charles Ferguson,2007,102,1430185,2000000,446,7314,134,8.3
Disaster Movie,Comedy,Jason Friedberg,2008,88,14174654,25000000,2857,74945,470,1.9
Meet the Spartans,Comedy,Jason Friedberg,2008,86,38232624,30000000,3854,88518,520,2.7
Witless Protection,Comedy,Charles Robert Carner,2008,97,4131640,7500000,4091,5463,55,3.1
Beverly Hills Chihuahua,Adventure,Raja Gosnell,2008,91,94497271,20000000,4729,17829,199,3.7
The Love Guru,Comedy,Marco Schnabel,2008,87,32178777,62000000,6658,43300,400,3.8
The Haunting of Molly Hartley,Drama,Mickey Liddell,2008,82,13350177,5000000,4856,7904,187,3.8
Prom Night,Horror,Nelson McCormick,2008,89,43818159,20000000,4867,27664,406,3.9
An American Carol,Comedy,David Zucker,2008,83,7001720,12000000,2907,8560,250,4.3
Delgo,Adventure,Marc F. Adler,2008,94,511920,40000000,2449,2458,67,4.4
Superhero Movie,Action,Craig Mazin,2008,82,25871834,35000000,3266,52052,294,4.5
Space Chimps,Adventure,Kirk De Micco,2008,81,30105968,37000000,2268,8860,130,4.5
High School Musical 3: Senior Year,Comedy,Kenny Ortega,2008,112,90556401,11000000,3507,43795,299,4.5
College,Comedy,Deb Hagan,2008,94,4693919,6500000,4484,11011,120,4.6
"Surfer, Dude",Comedy,S.R. Bindler,2008,85,36497,6000000,14599,7367,63,4.7
The Spirit,Action,Frank Miller,2008,103,19781879,60000000,20881,53864,513,4.8
Meet Dave,Adventure,Brian Robbins,2008,90,11802056,60000000,1865,31640,236,4.9
The Women,Comedy,Diane English,2008,114,26896744,16500000,3485,16582,249,4.9
The Happening,Sci-Fi,M. Night Shyamalan,2008,91,64505912,48000000,13654,163130,1587,5
The Longshots,Biography,Fred Durst,2008,94,11508423,23000000,2453,3174,66,5.1
The Mummy: Tomb of the Dragon Emperor,Action,Rob Cohen,2008,112,102176165,145000000,9131,117927,765,5.2
Over Her Dead Body,Comedy,Jeff Lowell,2008,95,7563670,10000000,3651,21268,153,5.2
Twilight,Drama,Catherine Hardwicke,2008,122,191449475,37000000,44060,348007,1885,5.2
Twilight,Drama,Catherine Hardwicke,2008,122,191449475,37000000,44061,348010,1885,5.2
Shutter,Horror,Masayuki Ochiai,2008,90,25926543,8000000,1534,26609,283,5.2
Strange Wilderness,Adventure,Fred Wolf,2008,87,6563357,20000000,4218,18571,178,5.3
"Welcome Home, Roscoe Jenkins",Comedy,Malcolm D. Lee,2008,114,42168445,35000000,3565,10791,115,5.3
Bangkok Dangerous,Action,Danny Pang,2008,99,15279680,40000000,12166,48245,279,5.4
The Eye,Horror,David Moreau,2008,92,31397498,12000000,18765,44130,328,5.4
You Don't Mess with the Zohan,Action,Dennis Dugan,2008,113,100018837,90000000,13446,156348,578,5.5
The House Bunny,Comedy,Fred Wolf,2008,97,48237389,25000000,18789,63969,255,5.5
The Day the Earth Stood Still,Drama,Scott Derrickson,2008,104,79363785,80000000,22194,139423,974,5.5
The Day the Earth Stood Still,Drama,Scott Derrickson,2008,104,79363785,80000000,22194,139426,974,5.5
Fool's Gold,Action,Andy Tennant,2008,112,70224196,70000000,13827,59352,314,5.6
"War, Inc.",Action,Joshua Seftel,2008,107,578527,10000000,988,20008,191,5.7
The Pirates Who Don't Do Anything: A VeggieTales Movie,Adventure,Mike Nawrocki,2008,85,12701880,15000000,568,2037,59,5.7
What Just Happened,Comedy,Barry Levinson,2008,104,1089365,25000000,71973,23767,248,5.7
Drillbit Taylor,Comedy,Steven Brill,2008,102,32853640,40000000,3239,50199,247,5.7
Journey to the Center of the Earth,Action,Eric Brevig,2008,93,101702060,45000000,17925,85323,413,5.8
Mad Money,Comedy,Callie Khouri,2008,104,20668843,22000000,2453,16831,152,5.8
Made of Honor,Comedy,Paul Weiland,2008,101,46012734,40000000,4298,54421,229,5.8
Semi-Pro,Comedy,Kent Alterman,2008,99,33472850,55000000,10026,67005,283,5.8
Saw V,Horror,David Hackl,2008,95,56729973,10800000,5286,88529,422,5.8
My Best Friend's Girl,Comedy,Howard Deutch,2008,112,19151864,40000000,3301,36983,180,5.9
Sleep Dealer,Drama,Alex Rivera,2008,90,75727,2500000,862,5699,87,5.9
The X Files: I Want to Believe,Drama,Chris Carter,2008,108,20981633,30000000,2351,78256,762,5.9
The Ruins,Horror,Carter Smith,2008,93,17427926,8000000,1749,60062,584,5.9
Punisher: War Zone,Action,Lexi Alexander,2008,103,7948159,35000000,6563,48999,431,6
Miracle at St. Anna,Action,Spike Lee,2008,160,7916887,45000000,26982,15697,340,6
Righteous Kill,Action,Jon Avnet,2008,101,40076438,60000000,38809,73368,446,6
Nim's Island,Adventure,Jennifer Flackett,2008,96,48006503,37000000,18178,28109,249,6
Baby Mama,Comedy,Michael McCullers,2008,99,60269340,30000000,6930,34079,242,6
Leatherheads,Comedy,George Clooney,2008,114,31199215,58000000,589,27664,306,6
Quarantine,Horror,John Erick Dowdle,2008,89,31691811,12000000,140268,57446,567,6
Jumper,Action,Doug Liman,2008,88,80170146,85000000,21863,243053,726,6.1
Speed Racer,Action,Lana Wachowski,2008,135,43929341,120000000,902,57873,698,6.1
Swing Vote,Comedy,Joshua Michael Stern,2008,120,16284360,21000000,6212,15079,210,6.1
27 Dresses,Comedy,Anne Fletcher,2008,111,76806312,30000000,2978,124501,329,6.1
What Happens in Vegas,Comedy,Tom Vaughan,2008,101,80276912,35000000,1026,140740,299,6.1
Bedtime Stories,Comedy,Adam Shankman,2008,99,109993847,80000000,12831,72326,260,6.1
Lakeview Terrace,Crime,Neil LaBute,2008,110,39263506,22000000,2382,40469,300,6.1
Indiana Jones and the Kingdom of the Crystal Skull,Action,Steven Spielberg,2008,122,317011114,185000000,14959,333847,2524,6.2
The Rocker,Comedy,Peter Cattaneo,2008,102,6409206,15000000,33153,32311,236,6.2
Untraceable,Crime,Gregory Hoblit,2008,101,28687835,35000000,3612,40964,440,6.2
Step Up 2: The Streets,Drama,Jon M. Chu,2008,98,58006147,23000000,816,67653,205,6.2
Mirrors,Horror,Alexandre Aja,2008,112,30691439,35000000,3185,86205,440,6.2
Mamma Mia!,Comedy,Phyllida Lloyd,2008,108,143704210,52000000,26002,145974,849,6.3
Death Race,Action,Paul W.S. Anderson,2008,111,36064910,45000000,28643,166610,441,6.4
Hancock,Action,Peter Berg,2008,102,227946274,150000000,21584,343648,908,6.4
W.,Biography,Oliver Stone,2008,129,25517500,25100000,4264,40941,562,6.4
Hamlet 2,Comedy,Andrew Fleming,2008,92,4881867,9000000,3767,15200,205,6.4
Get Smart,Action,Peter Segal,2008,110,130313314,80000000,44798,168172,645,6.5
Sex Drive,Adventure,Sean Anders,2008,129,8396942,19000000,4324,72715,205,6.5
City of Ember,Adventure,Gil Kenan,2008,90,7871693,55000000,15494,52908,220,6.5
Choke,Comedy,Clark Gregg,2008,92,2926565,3000000,3608,28573,231,6.5
Fireproof,Drama,Alex Kendrick,2008,122,33451479,500000,1164,17068,265,6.5
Stop-Loss,Drama,Kimberly Peirce,2008,112,10911750,25000000,43560,17757,242,6.5
Never Back Down,Action,Jeff Wadlow,2008,110,24848292,20000000,4089,80556,324,6.6
The Forbidden Kingdom,Action,Rob Minkoff,2008,104,25040293,55000000,7247,88049,485,6.6
Eagle Eye,Action,D.J. Caruso,2008,118,101111837,80000000,5637,150764,533,6.6
The Chronicles of Narnia: Prince Caspian,Action,Andrew Adamson,2008,150,141614023,225000000,22697,149922,696,6.6
Harold & Kumar Escape from Guantanamo Bay,Adventure,Jon Hurwitz,2008,102,38087366,12000000,4065,113918,318,6.6
The Spiderwick Chronicles,Adventure,Mark Waters,2008,107,71148699,90000000,1614,68935,323,6.6
Zack and Miri Make a Porno,Comedy,Kevin Smith,2008,101,31452765,24000000,638,149835,490,6.6
Vantage Point,Crime,Pete Travis,2008,90,72266306,40000000,6775,127528,657,6.6
Wanted,Action,Timur Bekmambetov,2008,110,134568845,75000000,25763,299852,1029,6.7
Madagascar: Escape 2 Africa,Action,Eric Darnell,2008,89,179982968,150000000,3285,146019,286,6.7
Nick and Norah's Infinite Playlist,Comedy,Peter Sollett,2008,90,31487293,9000000,2807,74887,295,6.7
Ghost Town,Comedy,David Koepp,2008,102,13214030,20000000,500,60516,357,6.7
Pride and Glory,Crime,Gavin O'Connor,2008,130,15709385,30000000,5101,53053,286,6.7
Trucker,Drama,James Mottern,2008,90,52166,2000000,89263,2792,68,6.7
Kit Kittredge: An American Girl,Drama,Patricia Rozema,2008,101,17655201,10000000,3317,4719,97,6.7
Repo! The Genetic Opera,Horror,Darren Lynn Bousman,2008,150,140244,8500000,4168,20419,406,6.7
Street Kings,Action,David Ayer,2008,109,26415649,20000000,33878,94892,379,6.8
The Incredible Hulk,Action,Louis Leterrier,2008,135,134518390,150000000,5811,326286,997,6.8
Bottle Shock,Comedy,Randall Miller,2008,110,4040588,5000000,25676,12233,198,6.8
Yes Man,Comedy,Peyton Reed,2008,104,97680195,70000000,29505,271691,433,6.8
Redbelt,Drama,David Mamet,2008,99,2344847,7000000,2158,18561,277,6.8
The Yellow Handkerchief,Drama,Udayan Prasad,2008,102,317040,15500000,30978,6723,96,6.8
The Brothers Bloom,Adventure,Rian Johnson,2008,114,3519627,20000000,3014,41737,287,6.9
Bolt,Adventure,Byron Howard,2008,96,114053579,150000000,20007,146766,403,6.9
Sunshine Cleaning,Comedy,Christine Jeffs,2008,91,12055108,8000000,2528,61151,329,6.9
Step Brothers,Comedy,Adam McKay,2008,106,100468793,65000000,11264,212499,450,6.9
Cloverfield,Action,Matt Reeves,2008,85,80034302,25000000,3958,296787,2651,7
Pineapple Express,Action,David Gordon Green,2008,117,87341380,27000000,15590,255257,606,7
Hellboy II: The Golden Army,Action,Guillermo del Toro,2008,120,75754670,85000000,3632,208422,687,7
Tropic Thunder,Action,Ben Stiller,2008,121,110416702,92000000,23484,307539,885,7
Cadillac Records,Biography,Darnell Martin,2008,109,8134217,12000000,1141,15412,171,7
Flash of Genius,Biography,Marc Abraham,2008,119,4234040,20000000,64,14301,144,7
The Wackness,Comedy,Jonathan Levine,2008,99,2077046,6000000,2748,27266,222,7
The Lucky Ones,Comedy,Neil Burger,2008,115,183088,15000000,2243,11704,93,7
Burn After Reading,Comedy,Ethan Coen,2008,96,60338891,37000000,36093,248468,886,7
Body of Lies,Action,Ridley Scott,2008,128,39380442,70000000,29824,174248,501,7.1
Marley & Me,Comedy,David Frankel,2008,115,143151473,60000000,4811,116681,500,7.1
Wendy and Lucy,Drama,Kelly Reichardt,2008,80,856942,200000,460,12241,301,7.1
Two Lovers,Drama,James Gray,2008,110,3148482,12000000,1540,29613,288,7.1
Valkyrie,Drama,Bryan Singer,2008,121,83077470,75000000,14165,183247,709,7.1
